LINK,NAME,PARTY,STATE
https://www.india.gov.in/directory/whos-who/mla/shri-raju-kumar-singh-98-171288879454603,Shri. RAJU KUMAR SINGH (98),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-ram-chandra-prasad-84-171288879464171,Shri. RAM CHANDRA PRASAD (84),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/md-qamrul-hoda-54-171288879893327,Md. QAMRUL HODA (54),INDIAN NATIONAL CONGRESS (INC),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-rajesh-kumar-mandal-82-171288879898818,Shri. RAJESH KUMAR MANDAL (82),Janta Dal (United),Bihar
https://www.india.gov.in/directory/whos-who/mla/smt-rama-nishad-89-171300834558184,Smt. RAMA NISHAD (89),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-rituraj-kumar-217-171300834457525,Shri. RITURAJ KUMAR (217),Janta Dal (United),Bihar
https://www.india.gov.in/directory/whos-who/mla/smt-renu-devi-08-171300834276525,Smt. RENU DEVI (08),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-ranjan-kumar-94-171300834476571,Shri. RANJAN KUMAR (94),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-randhir-kumar-singh-114-171300834607627,Shri. RANDHIR KUMAR SINGH (114),Janta Dal (United),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-ram-narayan-mandal-161-171300834239074,Shri. RAM NARAYAN MANDAL (161),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-ram-singh-04-171300834230729,Shri. RAM SINGH (04),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-ratnesh-sada-74-171300834251959,Shri. RATNESH SADA (74),Janta Dal (United),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-rambilash-kamat-42-171300834244575,Shri. RAMBILASH KAMAT (42),Janta Dal (United),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-ram-kripal-yadav-186-171300834580366,Shri. RAM KRIPAL YADAV (186),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-ramsewak-singh-104-171300834602427,Shri. RAMSEWAK SINGH (104),Janta Dal (United),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-ramanand-mandal-167-171300834563955,Shri. RAMANAND MANDAL (167),Janta Dal (United),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-rana-randhir-18-171300834259333,Shri. RANA RANDHIR (18),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/mr-manoj-kumar-shokeen-171313754877906,Mr. Manoj Kumar Shokeen,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/mr-raj-kumar-bhatia-171313754885230,Mr. Raj Kumar Bhatia,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-ram-singh-netaji-171313755164354,Sh. Ram Singh Netaji,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-raj-karan-khatri-171313755216121,Sh. Raj Karan Khatri,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-pawan-sharma-171313754729106,Sh. Pawan Sharma,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-parvesh-sahib-singh-171313755153744,Sh. Parvesh Sahib Singh,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-ravi-kant-171313755167289,Sh. Ravi Kant,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-pravesh-ratn-171313755160447,Sh. Pravesh Ratn,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/mr-ravinder-indraj-singh-171313754894337,Mr. Ravinder Indraj Singh,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-punardeep-singh-sawhney-171313755157000,Sh. Punardeep Singh Sawhney,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-sanjay-goyal-171313755182207,Sh. Sanjay Goyal,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/mrs-rekha-gupta-171313754897783,Mrs. Rekha Gupta,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/mr-raj-kumar-chauhan-171313754888947,Mr. Raj Kumar Chauhan,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-ravinder-singh-negi-171313755173210,Sh. Ravinder Singh Negi,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-sandeep-sehrawat-171313755199480,Sh. Sandeep Sehrawat,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-sanjeev-jha-171313755222102,Sh. Sanjeev Jha,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/smt-shikha-roy-171313755187778,Smt. Shikha Roy,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-prem-chauhan-171313755170876,Sh. Prem Chauhan,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-sahi-ram-171313755202155,Sh. Sahi Ram,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-satish-upadhyay-171313755196544,Sh. Satish Upadhyay,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-surendra-kumar-171313755190693,Sh. Surendra Kumar,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/shri-shyam-rajak-188-171300834699179,Shri. SHYAM RAJAK (188),Janta Dal (United),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-siddharth-saurav-191-171300834351616,Shri. SIDDHARTH SAURAV (191),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-siddharth-patel-125-171300834345334,Shri. SIDDHARTH PATEL (125),Janta Dal (United),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-subhash-singh-101-171300834717423,Shri. SUBHASH SINGH (101),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-subedar-das-218-171300834543116,Shri. SUBEDAR DAS (218),Rashtriya Janta Dal (RJD),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-sujit-kumar-79-171300834728434,Shri. SUJIT KUMAR (79),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-sujeet-kumar-37-171300834531774,Shri. SUJEET KUMAR (37),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-sunil-kumar-103-171300834386151,Shri. SUNIL KUMAR (103),Janta Dal (United),Bihar
https://www.india.gov.in/directory/whos-who/mla/smt-sonam-rani-44-171300834492250,Smt. SONAM RANI (44),Janta Dal (United),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-surendra-mehta-142-171300834756336,Shri. SURENDRA MEHTA (142),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-surendra-prasad-01-171300834708606,Shri. SURENDRA PRASAD (01),INDIAN NATIONAL CONGRESS (INC),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-sudhanshu-shekhar-31-171300834335496,Shri. SUDHANSHU SHEKHAR (31),Janta Dal (United),Bihar
https://www.india.gov.in/directory/whos-who/mla/md-tausif-alam-52-171300834763299,Md. TAUSIF ALAM (52),All India Majlis-e-Ittehadul-Muslimeen (AIMIM),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-uday-kumar-singh-226-171300834511606,Shri. UDAY KUMAR SINGH (226),Lok JanShakti Party (LJSP) (Ram Vilas),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-umesh-singh-kushwaha-129-171300834767948,Shri. UMESH SINGH KUSHWAHA (129),Janta Dal (United),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-sunil-kumar-pintu-28-171300834745185,Shri. SUNIL KUMAR PINTU (28),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-tejashwi-prasad-yadav-171300834750265,Shri. Tejashwi Prasad Yadav,Rashtriya Janta Dal (RJD),Bihar
https://www.india.gov.in/directory/whos-who/mla/smt-vibha-devi-237-171300834374779,Smt. VIBHA DEVI (237),Janta Dal (United),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-tarkishore-prasad-63-171300834360262,Shri. TARKISHORE PRASAD (63),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-trivikram-narayan-singh-223-171300834547945,Shri. TRIVIKRAM NARAYAN SINGH (223),BHARATIYA JANATA PARTY (BJP),Bihar
https://www.india.gov.in/directory/whos-who/mla/shri-bhikhabhai--ravajibhai-baraiya-171313755046993,Shri Bhikhabhai  Ravajibhai Baraiya,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-bhikhusinhji-chatursinhji-parmar-171313755050640,Shri Bhikhusinhji Chatursinhji Parmar,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-balarajsinh-kalyansinh-chauhan-171313754971482,Shri Balarajsinh Kalyansinh Chauhan,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-balvantsinh-chandansinh-rajput-171313755008671,Shri Balvantsinh Chandansinh Rajput,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-bhanuben-manoharbhai-babariya-171313754983684,Shri Bhanuben Manoharbhai Babariya,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-bhagabhai-dhanabhai-barad-171313754966101,Shri Bhagabhai Dhanabhai Barad,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-bhupendrabhai-patel-171313755025593,Shri Bhupendrabhai Patel,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-ckraulji-171313755032426,Shri C.K.Raulji,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/dr-cj-chavda-171313755070938,Dr. C.J. Chavda,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-dharmendrasinh-ranubha-vaghela-171313755119379,Shri Dharmendrasinh Ranubha Vaghela,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-chiragkumar-arvindbhai-patel-171313755053145,Shri Chiragkumar Arvindbhai Patel,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-bharatbhai-kikubhai-patel-171313755018059,Shri Bharatbhai Kikubhai Patel,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-chaitanya-makarandhbhai-desai-171313755067281,Shri Chaitanya Makarandhbhai Desai,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-chaitarbhai-damjibhai-vasava-171313755080747,Shri Chaitarbhai Damjibhai Vasava,Aam Aadmi Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-bhagvanjibhai-lakhabhai-kargatiya-171313755022057,Shri Bhagvanjibhai Lakhabhai Kargatiya,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-chaitanyasinh-pratapsinh-zala-171313755044158,Shri Chaitanyasinh Pratapsinh Zala,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/dr-darshita-shah-171313755076258,Dr. Darshita Shah,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/dr-darshna-chandubhai-deshmukh-171313755063735,Dr. Darshna Chandubhai Deshmukh,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-gopalbhai-gordhanbhai-italia-171313755150287,Shri Gopalbhai Gordhanbhai Italia,Aam Aadmi Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-ganpatsinh-vasava-171313755129959,Shri Ganpatsinh Vasava,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-dhavalsinh--narendrasinh-zala-171313755055970,Shri Dhavalsinh  Narendrasinh Zala,Independent,Gujarat
https://www.india.gov.in/directory/whos-who/mla/sh-mohan-singh-bisht-28803473422557231,Sh. Mohan Singh Bisht,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-vijender-gupta-honorable-speaker-28803479717329801,Sh. Vijender Gupta Honorable Speaker,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-vijender-gupta,Sh. Vijender Gupta,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/shri-vijender-gupta-84724407473864,Shri Vijender Gupta,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/shri-mohan-singh-bisht-84724407531251,Shri Mohan Singh Bisht,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-aaley-mohammed-iqbal-171307290730905,Sh. Aaley Mohammed Iqbal,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/mr-aahir-deepak-chaudharyy-171307290689968,Mr. Aahir Deepak Chaudharyy,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-ajay-kumar-mahawar-171307290784426,Sh. Ajay Kumar Mahawar,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/dr-ajay-dutt-171307290742938,Dr. Ajay Dutt,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-chaudhary-zubair-ahmad-171307290798733,Sh. Chaudhary Zubair Ahmad,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/mr-anil-jha-171307290679619,Mr. Anil Jha,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-abhay-kumar-verma-honorable-chief-whip-171307290848296,Sh. Abhay Kumar Verma Honorable Chief WHIP,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-amanatullah-khan-171307290774998,Sh. Amanatullah Khan,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-anil-kumar-sharma-171307290413569,Sh. Anil Kumar Sharma,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-chandan-kumar-choudhary-171307290769508,Sh. Chandan Kumar Choudhary,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-arvinder-singh-lovely-171307290735955,Sh. Arvinder Singh Lovely,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/mr-gajender-drall-171307290716208,Mr. Gajender Drall,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/ms-atishi-171307290807810,Ms. Atishi,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/dr-anil-goyal-171307290713022,Dr. Anil Goyal,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/mr-ashok-goel-171307290718923,Mr. Ashok Goel,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-gajender-singh-yadav-171307290746965,Sh. Gajender Singh Yadav,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-harish-khurana-171307290788634,Sh. Harish Khurana,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-ashish-sood-171307290780759,Sh. Ashish Sood,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-kapil-mishra-171307290804033,Sh. Kapil Mishra,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-jarnail-singh-171307290396597,Sh. Jarnail Singh,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-kailash-gahlot-171307290794855,Sh. Kailash Gahlot,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/mr-karnail-singh-171307290722319,Mr. Karnail Singh,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-imran-hussain-171307290751203,Sh. Imran Hussain,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-jitender-mahajan-171307290756623,Sh. Jitender Mahajan,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-kuldeep-solanki-171307290827977,Sh. Kuldeep Solanki,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-kuldeep-kumar-171307290408530,Sh. Kuldeep Kumar,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/dr-pankaj-kumar-singh-171307290837485,Dr. Pankaj Kumar Singh,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/mr-mukesh-kumar-ahlawat-171307290725224,Mr. Mukesh Kumar Ahlawat,Aam Aadmi Party,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-om-prakash-sharma-171307290811617,Sh. Om Prakash Sharma,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-manjinder-singh-sirsa-171307290825022,Sh. Manjinder Singh Sirsa,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-kartar-singh-tanwar-171307290815113,Sh. Kartar Singh Tanwar,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/mrs-poonam-sharma-171307290417837,Mrs. Poonam Sharma,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-parduymn-singh-rajput-171307290833989,Sh. Parduymn Singh Rajput,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/smt-neelam-pahalwan-171307290831254,Smt. Neelam Pahalwan,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-neeraj-basoya-171307290820043,Sh. Neeraj Basoya,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/sh-kailash-gangwal-171307290763957,Sh. Kailash Gangwal,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/mr-kulwant-rana-171313754882304,Mr. Kulwant Rana,BHARATIYA JANATA PARTY,Delhi
https://www.india.gov.in/directory/whos-who/mla/shri-manubhai-m-patel-171320161983717,Shri Manubhai M. Patel,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-mohanbhai-dhedabhai-kokani-171320161928874,Shri Mohanbhai Dhedabhai Kokani,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-mavjibhai-maganbhai-desai-171320161918264,Shri Mavjibhai Maganbhai Desai,Independent,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-lavingji-muljiji-solanki-171320161853141,Shri Lavingji Muljiji Solanki,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-maheshbhai-bhuriya-171320161986833,Shri Maheshbhai Bhuriya,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-kunvarjibhai-narsinhbhai-halpati-171320161842381,Shri Kunvarjibhai Narsinhbhai Halpati,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-mahesh-kaswala-171320161953821,Shri Mahesh Kaswala,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/mahant-shri-shambhunathji-tundiya-171320161867849,Mahant Shri Shambhunathji Tundiya,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/smt-malti-kishor-maheshwari-171320161969891,Smt. Malti Kishor Maheshwari,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-mahendrabhai-rameshbhai-bhabhor-171320161901883,Shri Mahendrabhai Rameshbhai Bhabhor,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-mohanbhai-dhanjibhai-dhodiya-171320161978186,Shri Mohanbhai Dhanjibhai Dhodiya,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-mansinh-kohyabhai-chauhan-171320161945074,Shri Mansinh Kohyabhai Chauhan,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-meghjibhai-amarabhai-chavda-171320161923383,Shri Meghjibhai Amarabhai Chavda,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/smt-manisha-vakil-171320161958459,Smt. Manisha Vakil,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-nareshbhai-maganbhai-patel-171320161937800,Shri Nareshbhai Maganbhai Patel,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/smt-nimishaben-manharsinh-suthar-171320161962737,Smt. Nimishaben Manharsinh Suthar,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-mukeshkumar-dwarkadas-patel-171320161948440,Shri Mukeshkumar Dwarkadas Patel,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-p-c-baranda-171320161941798,Shri P. C. Baranda,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-mukeshbhai-zinabhai-patel-171320161994627,Shri Mukeshbhai Zinabhai Patel,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-mulubhai-hardasbhai-bera-171320161990590,Shri Mulubhai Hardasbhai Bera,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-pabubha-virambha-manek-171320161913876,Shri Pabubha Virambha Manek,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-govindbhai-raijibhai-parmar-28803485590498480,Shri Govindbhai Raijibhai Parmar,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-amit-shah-171313754870492,Shri Amit Shah,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-aniruddh-bhailal-dave-171313755041563,Shri Aniruddh Bhailal Dave,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-alpesh-khodaji-thakor-171313754946745,Shri Alpesh Khodaji Thakor,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-amit-chavda-171313754951925,Shri Amit Chavda,Indian National Congress,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-akshaykumar-ishvarbhai-patel-171313754936836,Shri Akshaykumar Ishvarbhai Patel,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-aniket-girishbhai-thaker-171313755039139,Shri Aniket Girishbhai Thaker,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-anantkumar-hasmukhbhai-patel-171313754949390,Shri Anantkumar Hasmukhbhai Patel,Indian National Congress,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-amrutji-motiji-thakor-171313754962394,Shri Amrutji Motiji Thakor,Indian National Congress,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-abhesinh-motibhai-tadvi-171313754940283,Shri Abhesinh Motibhai Tadvi,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-amul-bhatt-171313754959709,Shri Amul Bhatt,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-amit-thaker-171313754956654,Shri Amit Thaker,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-arvind--chhotubhai-patel-171313754979507,Shri Arvind  Chhotubhai Patel,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-bachubhai-maganbhai-khabad-171313754998472,Shri Bachubhai Maganbhai Khabad,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-arjunsinh-udesinh-chauhan-171313754987071,Shri Arjunsinh Udesinh Chauhan,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-arvindbhai-jinabhai-ladani-171313754975549,Shri Arvindbhai Jinabhai Ladani,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-babubhai-jamnadas-patel-171313755002059,Shri Babubhai Jamnadas Patel,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-arunsinh-ajitsinh-rana-171313755035913,Shri Arunsinh Ajitsinh Rana,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-arvind-shantilal-rana-171313755012729,Shri Arvind Shantilal Rana,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-arjunbhai-devabhai-modhwadia-171313755005996,Shri Arjunbhai Devabhai Modhwadia,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-babusinh-sarabhai-jadav-171313754995727,Shri Babusinh Sarabhai Jadav,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/smt-darshna-m-vaghela-171313755083412,Smt. Darshna M. Vaghela,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-divyeshbhai-ranchhodbhai-akbari-171313755091236,Shri Divyeshbhai Ranchhodbhai Akbari,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-dineshbhai-ataji-thakor-171313755061030,Shri Dineshbhai Ataji Thakor,Indian National Congress,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-dkswami-171313755087139,Shri D.K.Swami,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-devabhai-punjabhai-malam-171313755099672,Shri Devabhai Punjabhai Malam,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-durlabhjibhai-harakhjibhai-dethariya-171313755096025,Shri Durlabhjibhai Harakhjibhai Dethariya,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-dineshsinh-rajendrasinh-kushwaha-171313755104712,Shri Dineshsinh Rajendrasinh Kushwaha,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-fatesinh-vakhatsinh-chauhan-171313755126302,Shri Fatesinh Vakhatsinh Chauhan,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-gajendrasinh-udesinh-parmar-171313755122676,Shri Gajendrasinh Udesinh Parmar,Bharatiya Janata Party,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-gulabsinh-somsinh-chauhan-171313755141852,Shri Gulabsinh Somsinh Chauhan,Indian National Congress,Gujarat
https://www.india.gov.in/directory/whos-who/mla/shri-harshadbhai-ranchhodbhai-patel-171313755139447,Shri Harshadbhai Ranchhodbhai Patel,Bharatiya Janata Party,Gujarat
