LINK,NAME,PARTY,STATE
https://www.india.gov.in/directory/whos-who/mla/sh-kailash-kushwaha-171364645422359,Sh. Kailash Kushwaha,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-kalusingh-thakur-171364645365322,Sh. Kalusingh Thakur,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-indar-singh-parmar-171364645327892,Sh. Indar Singh Parmar,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-jhuma-dr-dhyan-singh-solanki-171364645356485,Smt. Jhuma Dr Dhyan Singh Solanki,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-jayant-malaiya-171364645412781,Sh. Jayant Malaiya,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-jaisingh-maravi-171364645394627,Sh. Jaisingh Maravi,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-jitendra-uday-singh-pandya-171364645378507,Sh. Jitendra Uday Singh Pandya,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-kedar-chidabhai-dawar-171364645429362,Sh. Kedar Chidabhai Dawar,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-kanchan-mukesh-tanve-171371161182513,Smt. Kanchan Mukesh Tanve,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-kamlesh-pratap-shah-171371161186931,Sh. Kamlesh Pratap Shah,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-karan-singh-verma-171371161202330,Sh. Karan Singh Verma,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-kol-sharad-juglal-171371161721035,Sh. Kol Sharad Juglal,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-keshav-desai-171371161162355,Sh. Keshav Desai,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-kamal-nath-171371161169168,Sh. Kamal Nath,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-kamal-marskole-171371161154360,Sh. Kamal Marskole,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-malini-laxman-singh-gaur-171371161325682,Smt. Malini Laxman Singh Gaur,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/mr-mahendra-nagesh-171371161253416,Mr. Mahendra Nagesh,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-sebastian-kulathunkal-171358271276322,Shri Sebastian Kulathunkal,Kerala Congress (M),Kerala
https://www.india.gov.in/directory/whos-who/mla/shri-chittayam-gopakumar-171352218953287,Shri Chittayam Gopakumar,Communist Party of India,Kerala
https://www.india.gov.in/directory/whos-who/mla/smt-c-k-asha-171352218937557,Smt. C. K. Asha,Communist Party of India,Kerala
https://www.india.gov.in/directory/whos-who/mla/shri-abdul-hameed-p-171352218868628,Shri Abdul Hameed P.,Indian Union Muslim League,Kerala
https://www.india.gov.in/directory/whos-who/mla/shri-c-h-kunhambu-171352218917169,Shri C. H. Kunhambu,Communist Party of India (Marxist),Kerala
https://www.india.gov.in/directory/whos-who/mla/shri-abid-hussain-thangal-171352218920245,Shri Abid Hussain Thangal,Indian Union Muslim League,Kerala
https://www.india.gov.in/directory/whos-who/mla/shri-ck-hareendran-171352218949189,Shri C.K. Hareendran,Communist Party of India (Marxist),Kerala
https://www.india.gov.in/directory/whos-who/mla/shri-c-c-mukundan-171352218941124,Shri C. C. Mukundan,Communist Party of India,Kerala
https://www.india.gov.in/directory/whos-who/mla/shri-eldose-p-kunnapillil-171352218944500,Shri Eldose P. Kunnapillil,Indian National Congress,Kerala
https://www.india.gov.in/directory/whos-who/mla/shri-gsjayalal-171352218966281,Shri G.S.Jayalal,Communist Party of India,Kerala
https://www.india.gov.in/directory/whos-who/mla/shri-dk-murali-171352218924182,Shri D.K. Murali,Communist Party of India (Marxist),Kerala
https://www.india.gov.in/directory/whos-who/mla/shri-ic-balakrishnan-171352218962153,Shri I.C Balakrishnan,Indian National Congress,Kerala
https://www.india.gov.in/directory/whos-who/mla/sh-bhishma-shah-judev-28803530714150497,Sh. Bhishma Shah Judev,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rajendra-bharti-28803543217183973,Sh. Rajendra Bharti,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-abhay-kumar-mishra-171364644661039,Sh. Abhay Kumar Mishra,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-aashish-govind-sharma-171364644632355,Sh. Aashish Govind Sharma,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/kunwar-abhijeet-shah-171364644675907,Kunwar Abhijeet Shah,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-anubha-munjare-171364644860614,Smt. Anubha Munjare,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-ambrish-sharma-171364644927790,Sh. Ambrish Sharma,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-anil-jain-kaluheda-171364644901260,Sh. Anil Jain (Kaluheda),BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-ajay-singh-171364644422962,Sh. Ajay Singh,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-anil-jain-171364644893426,Sh. Anil Jain,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/chaudhary-sujeet-mer-singh-171377557166773,Chaudhary Sujeet Mer Singh,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-sena-mahesh-patel-171377557150422,Smt. Sena Mahesh Patel,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-thakurdas-nagwanshi-171377557224591,Sh. Thakurdas Nagwanshi,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-suresh-raje-171377557197921,Sh. Suresh Raje,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-surendra-patwa-171377557178615,Sh. Surendra Patwa,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-shyam-barde-171377557160892,Sh. Shyam Barde,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-tejbahadur-singh-chauhan-171377557175709,Sh. Tejbahadur Singh Chauhan,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-sudesh-rai-171377557189105,Sh. Sudesh Rai,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-suryaprakash-meena-171377557200115,Sh. Suryaprakash Meena,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-susheel-kumar-tiwari-171377557192371,Sh. Susheel Kumar Tiwari,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-sitasaran-sharma-171377557185949,Dr. Sitasaran Sharma,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-sunil-uikey-171377557195236,Sh. Sunil Uikey,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-uday-pratap-singh-171377557259226,Sh. Uday Pratap Singh,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-vikram--singh-171377557243777,Sh. Vikram  Singh,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-umadevi-lalchand-khateek-171377557212719,Smt. Umadevi Lalchand Khateek,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-umang-singhar-171377557226996,Sh. Umang Singhar,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-umakant--sharma-171377557246723,Sh. Umakant  Sharma,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-vijay-revnath-chore-171377557202981,Sh. Vijay Revnath Chore,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-vipin-jain-171377557237275,Sh. Vipin Jain,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-vijaypal-singh-171377557216005,Sh. Vijaypal Singh,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-veersingh--bhuriya-171377557221616,Sh. Veersingh  Bhuriya,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-veerendra-singh-lodhi-171377557218810,Sh. Veerendra Singh Lodhi,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/miss-usha-thakur-171377557240762,Miss. Usha Thakur,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-vishwanath-singh-171377557249308,Sh. Vishwanath Singh,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-yadvendra-singh-171377557262983,Sh. Yadvendra Singh,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-vivek-patel-171377557268424,Sh. Vivek Patel,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-vishwamitra-pathak-171377557252624,Sh. Vishwamitra Pathak,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-yogendra-singh-baba-171377557206648,Sh. Yogendra Singh (Baba),INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-vishnu-khatri-171377557234310,Sh. Vishnu Khatri,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-vikrant-bhuria-171377557256040,Dr. Vikrant Bhuria,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-vishvas-sarang-171377557209373,Sh. Vishvas Sarang,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-yogesh-pandagre-171377557271169,Sh. Yogesh Pandagre,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-chandarsingh-sisodiya,Sh. ChandarSingh Sisodiya,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-surendra-singh-honey-baghel,Sh. Surendra Singh Honey Baghel,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-kalu-singh-thakur,Sh. Kalu singh Thakur,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-anirudha--maroo,Sh. Anirudha  Maroo,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-anil-jain-1553540855593416,Sh. Anil Jain,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rakesh-shukla-1553540857117659,Sh. Rakesh Shukla,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-manoj-nirbhay-singh-patel,Sh. Manoj Nirbhay singh Patel,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-dinesh-bose-jain,Sh. Dinesh Bose Jain,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/mr-omprakash-sakhlecha,Mr. Omprakash Sakhlecha,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-jitendra-udaysingh-pandya,Sh. Jitendra UdaySingh Pandya,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-manoj-narayan-singh-choudhary-171371161270949,Sh. Manoj Narayan Singh Choudhary,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-murli-bhawara-171371161286879,Sh. Murli Bhawara,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-narayan-singh-patta-171371161392357,Sh. Narayan singh Patta,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-narendra-singh-kushwaha-171371161437562,Sh. Narendra Singh Kushwaha,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-narayan-singh-panwar-171371161315042,Sh. Narayan Singh Panwar,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-mukesh-tandon-171371161347573,Sh. Mukesh Tandon,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-montu-solanki-171371161308520,Sh. Montu Solanki,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-mohan-yadav-171371161416302,Dr. Mohan Yadav,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-mathuralal-damar-171371161747364,Sh. Mathuralal Damar,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-narayan-patel-171371161290756,Sh. Narayan Patel,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/er-narendra-prajapati-171371161358373,Er. Narendra Prajapati,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-narendra-singh-tomar-171371161475153,Sh. Narendra Singh Tomar,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-nagar-singh-chouhan-171371161354516,Sh. Nagar Singh Chouhan,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-narayan-singh-kushwaha-171371161321554,Sh. Narayan Singh Kushwaha,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-narendra-shivaji-patel-171371161424498,Sh. Narendra Shivaji Patel,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-nagenda--singh-171371161421522,Sh. Nagenda  Singh,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/mr-mukesh-malhotra-171371161408618,Mr. Mukesh Malhotra,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-nagendra--singh-gurh-171371161369665,Sh. Nagendra  Singh (Gurh),BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-neeraj-singh-thakur-171371161453773,Sh. Neeraj Singh Thakur,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-nilesh-pusaram-uikey-171371161487917,Sh. Nilesh Pusaram Uikey,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/kum-nirmala-bhuriya-171371161714683,Kum Nirmala Bhuriya,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-neena-vikram-verma-171371161432873,Smt. Neena Vikram Verma,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-pankaj-upadhyay-171371161491524,Sh. Pankaj Upadhyay,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-pannalal-shakya-171371161459443,Sh. Pannalal Shakya,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-om-prakash-dhurve-171371161442441,Sh. Om Prakash Dhurve,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-phool-singh-baraiya-171371161497234,Sh. Phool Singh Baraiya,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-omkar-singh-markam-171371161483549,Sh. Omkar Singh Markam,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-nitendra-brajendra-singh-rathore-171371161471075,Sh. Nitendra Brajendra Singh Rathore,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-nirmla-sapre-171371161427654,Smt. Nirmla Sapre,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-prabhuram-choudhary-171371161727998,Dr. Prabhuram Choudhary,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-pradeep-patel-171371161467118,Sh. Pradeep Patel,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-prahlad--lodhi-171371161518554,Sh. Prahlad  Lodhi,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-phundelal-singh-marko-171371161446860,Sh. Phundelal Singh Marko,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/mr-pradhuman-singh--tomar-171371161500681,Mr. Pradhuman Singh  Tomar,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/mr-om-prakash-sakhlecha-171371161464122,Mr. OM PRAKASH SAKHLECHA,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-pradeep-agrawal-171371161478619,Sh. Pradeep Agrawal,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-preetam-lodhi-171371161546918,Sh. Preetam Lodhi,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rajan-mandloi-171371161615767,Sh. Rajan Mandloi,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-priyanka-penchi-171371161557047,Smt. Priyanka Penchi,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-prahlad-singh-patel-171371161505309,Sh. Prahlad Singh Patel,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-premshanker-kunjilal-verma-bagwada-171371161584829,Sh. Premshanker Kunjilal Verma (Bagwada),BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rajendra-meshram-171371161648238,Sh. Rajendra Meshram,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-pratap-grewal-171371161512403,Sh. Pratap Grewal,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rajesh-kumar-shukla-bablu-bhaiya-171371161641435,Sh. Rajesh Kumar Shukla (Bablu Bhaiya),BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-rajendra-pandey-171371161117220,Dr. Rajendra Pandey,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-radha-ravindra-singh-171371161589718,Smt. Radha Ravindra Singh,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/mr-pranay-prabhat-pandey-guddu-bhaiya-171371161523614,Mr. Pranay Prabhat Pandey (Guddu Bhaiya),BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-pratima-bagri-171371161552638,Smt. Pratima Bagri,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-rajendra-kumar-singh-171371161579288,Dr. Rajendra Kumar Singh,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rajesh-kumar-verma-171371161636796,Sh. Rajesh Kumar Verma,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rajkumar-mev-171371161575030,Sh. Rajkumar Mev,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rajkumar-karrahe-171371161601390,Sh. Rajkumar Karrahe,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rajneesh-harvansh-singh-171371161595098,Sh. Rajneesh Harvansh Singh,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rajesh-sonkar-171371161568398,Sh. Rajesh Sonkar,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rakesh-shukla-golu-shukla-171371161735873,Sh. Rakesh Shukla (Golu Shukla),BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rakesh-shukla-171371161633210,Sh. Rakesh Shukla,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rakesh-singh-171371161627890,Sh. Rakesh Singh,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/mr-ramakant-bhargav-171371161666031,Mr. Ramakant Bhargav,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-ramesh-mendola-171371161621448,Sh. Ramesh Mendola,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-ram-niwas-shah-171371161608463,Sh. Ram Niwas Shah,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rameshwar-sharma-171371161676020,Sh. Rameshwar Sharma,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-ramkishor-dogne-171371161653899,Dr. Ramkishor Dogne,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-sachin-birla-171371161671211,Sh. Sachin Birla,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-sanjay-pathak-171371161690487,Sh. Sanjay Pathak,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/mrs-riti-pathak-171371161682823,Mrs. Riti Pathak,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-sachin-subhashchandra-yadav-171371161742695,Sh. Sachin Subhashchandra Yadav,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-santosh-varkade-171371161702820,Sh. Santosh Varkade,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-ramesh-prasad-khatik-171371161660761,Sh. Ramesh Prasad Khatik,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-rishi-agrawal-171371161696288,Sh. Rishi Agrawal,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-shivnarayan-singh-171371161709213,Sh. Shivnarayan Singh,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-sahab-singh-gurjar-171377557133971,Sh. Sahab Singh Gurjar,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-satish-malviya-171377557143228,Sh. Satish Malviya,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-sandip-shriprasad-jaiswal-171377557124022,Sh. Sandip Shriprasad Jaiswal,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-sarla-vijendra-rawat-171377557147496,Smt. Sarla Vijendra Rawat,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-sanjay-uikey-171377557095869,Sh. Sanjay Uikey,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-satish-sikarwar-171377557153548,Dr. Satish Sikarwar,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-sampatiya-uikey-171377557129933,Smt. Sampatiya Uikey,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-sohanlal-balmik-171377557169117,Sh. Sohanlal Balmik,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-siddharth-tiwari-171377557164108,Sh. Siddharth Tiwari,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-tulsiram-silawat-171377557265879,Sh. Tulsiram Silawat,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-shrikant-chaturvedi-171377557137307,Sh. Shrikant Chaturvedi,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-surendra-singh-baghel-171377557172393,Sh. Surendra singh Baghel,INDIAN NATIONAL CONGRESS,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-shailendra-jain-171377557157415,Sh. Shailendra Jain,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/sh-surendra-singh-geharwar-171377557182873,Sh. Surendra Singh Geharwar,BHARATIYA JANATA PARTY,Madhya Pradesh
https://www.india.gov.in/directory/whos-who/mla/mr-thongam-shanti-singh-171383950304475,Mr. THONGAM SHANTI SINGH,National People's Party,Manipur
https://www.india.gov.in/directory/whos-who/mla/mr-thokchom-satyabrata-singh-171383950293785,Mr. THOKCHOM SATYABRATA SINGH,BHARATIYA JANATA PARTY,Manipur
https://www.india.gov.in/directory/whos-who/mla/mr-thounaojam-shyamkumar-171383950300838,Mr. THOUNAOJAM SHYAMKUMAR,BHARATIYA JANATA PARTY,Manipur
https://www.india.gov.in/directory/whos-who/mla/mr-adelbert-nongrum-171377557279845,Mr. Adelbert Nongrum,Voice of the People Party,Meghalaya
