position tittle,NAME,PARTY,text-xs,,,,,,,,,,,flex href,leading-5,text-sm,text-xs,flex href,leading-6,text-sm,flex href
Members of Legislative Assembly (MLAs),Sh. JIKKE TAKO,Janata Dal,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/sh-jikke-tako-171269187448169,Sh. JIKKE TAKO,Janata Dal,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/sh-jikke-tako-171269187448170,Sh. JIKKE TAKO,Janata Dal,https://www.india.gov.in/directory/whos-who/mla/sh-jikke-tako-171269187448170
Members of Legislative Assembly (MLAs),Shri. JAMBEY TASHI,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-jambey-tashi-171269187453529,Shri. JAMBEY TASHI,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-jambey-tashi-171269187453530,Shri. JAMBEY TASHI,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-jambey-tashi-171269187453530
Members of Legislative Assembly (MLAs),Sh. GORUK PORDUNG,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/sh-goruk-pordung-171269187437119,Sh. GORUK PORDUNG,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/sh-goruk-pordung-171269187437120,Sh. GORUK PORDUNG,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/sh-goruk-pordung-171269187437120
Members of Legislative Assembly (MLAs),Smt. JUMMUM ETE DEORI,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/smt-jummum-ete-deori-171269187490559,Smt. JUMMUM ETE DEORI,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/smt-jummum-ete-deori-171269187490560,Smt. JUMMUM ETE DEORI,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/smt-jummum-ete-deori-171269187490560
Members of Legislative Assembly (MLAs),Sh. Kaling Moyong,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/sh-kaling-moyong-171269187508543,Sh. Kaling Moyong,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/sh-kaling-moyong-171269187508544,Sh. Kaling Moyong,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/sh-kaling-moyong-171269187508544
Members of Legislative Assembly (MLAs),Sh. Kento Rina,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/sh-kento-rina-171269187519163,Sh. Kento Rina,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/sh-kento-rina-171269187519164,Sh. Kento Rina,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/sh-kento-rina-171269187519164
Members of Legislative Assembly (MLAs),Shri. Kamlung Mossang,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-kamlung-mossang-171269187524733,Shri. Kamlung Mossang,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-kamlung-mossang-171269187524734,Shri. Kamlung Mossang,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-kamlung-mossang-171269187524734
Members of Legislative Assembly (MLAs),Sh. KENTO JINI,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/sh-kento-jini-171269187542316,Sh. KENTO JINI,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/sh-kento-jini-171269187542317,Sh. KENTO JINI,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/sh-kento-jini-171269187542317
Members of Legislative Assembly (MLAs),Sh. MOPI MIHU,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/sh-mopi-mihu-171269187547446,Sh. MOPI MIHU,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/sh-mopi-mihu-171269187547447,Sh. MOPI MIHU,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/sh-mopi-mihu-171269187547447
Members of Legislative Assembly (MLAs),Shri. KUMSI SIDISOW,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-kumsi-sidisow-171269187502732,Shri. KUMSI SIDISOW,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-kumsi-sidisow-171269187502733,Shri. KUMSI SIDISOW,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-kumsi-sidisow-171269187502733
Members of Legislative Assembly (MLAs),Shri. NABAM TUKI,INDIAN NATIONAL CONGRESS,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-nabam-tuki-171269187587160,Shri. NABAM TUKI,INDIAN NATIONAL CONGRESS,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-nabam-tuki-171269187587161,Shri. NABAM TUKI,INDIAN NATIONAL CONGRESS,https://www.india.gov.in/directory/whos-who/mla/shri-nabam-tuki-171269187587161
Members of Legislative Assembly (MLAs),Shri. Mutchu Mithi,National People's Party,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-mutchu-mithi-171269187552415,Shri. Mutchu Mithi,National People's Party,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-mutchu-mithi-171269187552416,Shri. Mutchu Mithi,National People's Party,https://www.india.gov.in/directory/whos-who/mla/shri-mutchu-mithi-171269187552416
Members of Legislative Assembly (MLAs),Shri. LAISAM SIMAI,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-laisam-simai-171269187496670,Shri. LAISAM SIMAI,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-laisam-simai-171269187496671,Shri. LAISAM SIMAI,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-laisam-simai-171269187496671
Members of Legislative Assembly (MLAs),Sh. Mama Natung,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/sh-mama-natung-171269187562795,Sh. Mama Natung,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/sh-mama-natung-171269187562796,Sh. Mama Natung,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/sh-mama-natung-171269187562796
Members of Legislative Assembly (MLAs),Shri. NINONG ERING,INDIAN NATIONAL CONGRESS,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ninong-ering-171269187567744,Shri. NINONG ERING,INDIAN NATIONAL CONGRESS,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-ninong-ering-171269187567745,Shri. NINONG ERING,INDIAN NATIONAL CONGRESS,https://www.india.gov.in/directory/whos-who/mla/shri-ninong-ering-171269187567745
Members of Legislative Assembly (MLAs),Sh. Lombo Tayeng,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/sh-lombo-tayeng-171269187529943,Sh. Lombo Tayeng,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/sh-lombo-tayeng-171269187529944,Sh. Lombo Tayeng,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/sh-lombo-tayeng-171269187529944
Members of Legislative Assembly (MLAs),Shri. Nyamar Karbak,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-nyamar-karbak-171269187557605,Shri. Nyamar Karbak,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-nyamar-karbak-171269187557606,Shri. Nyamar Karbak,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-nyamar-karbak-171269187557606
Members of Legislative Assembly (MLAs),Sh. LOKAM TASSAR,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/sh-lokam-tassar-171269187536655,Sh. LOKAM TASSAR,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/sh-lokam-tassar-171269187536656,Sh. LOKAM TASSAR,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/sh-lokam-tassar-171269187536656
Members of Legislative Assembly (MLAs),Shri. KANGGONG TAKU,Janata Dal,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-kanggong-taku-171269187573565,Shri. KANGGONG TAKU,Janata Dal,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-kanggong-taku-171269187573566,Shri. KANGGONG TAKU,Janata Dal,https://www.india.gov.in/directory/whos-who/mla/shri-kanggong-taku-171269187573566
Members of Legislative Assembly (MLAs),Shri. Nakap Nalo,BHARATIYA JANATA PARTY,Arunachal Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-nakap-nalo-171269187581149,Shri. Nakap Nalo,BHARATIYA JANATA PARTY,Arunachal Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-nakap-nalo-171269187581150,Shri. Nakap Nalo,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-nakap-nalo-171269187581150
Members of Legislative Assembly (MLAs),Shri Ashraful Hussain,All India United Democratic Front,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ashraful-hussain-171275715938597,Shri Ashraful Hussain,All India United Democratic Front,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-ashraful-hussain-171275715938598,Shri Ashraful Hussain,All India United Democratic Front,https://www.india.gov.in/directory/whos-who/mla/shri-ashraful-hussain-171275715938598
Members of Legislative Assembly (MLAs),Mohd. Aminul Islam (Jr.),All India United Democratic Front,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/mohd-aminul-islam-jr-171275715926674,Mohd. Aminul Islam (Jr.),All India United Democratic Front,Assam,https://www.india.gov.in/directory/whos-who/mla/mohd-aminul-islam-jr-171275715926675,Mohd. Aminul Islam (Jr.),All India United Democratic Front,https://www.india.gov.in/directory/whos-who/mla/mohd-aminul-islam-jr-171275715926675
Members of Legislative Assembly (MLAs),Shri Bhabesh Kalita,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bhabesh-kalita-171275715956560,Shri Bhabesh Kalita,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-bhabesh-kalita-171275715956561,Shri Bhabesh Kalita,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-bhabesh-kalita-171275715956561
Members of Legislative Assembly (MLAs),Shri Abul Kalam Rasheed Alam,INDIAN NATIONAL CONGRESS,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-abul-kalam-rasheed-alam-171275715852986,Shri Abul Kalam Rasheed Alam,INDIAN NATIONAL CONGRESS,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-abul-kalam-rasheed-alam-171275715852987,Shri Abul Kalam Rasheed Alam,INDIAN NATIONAL CONGRESS,https://www.india.gov.in/directory/whos-who/mla/shri-abul-kalam-rasheed-alam-171275715852987
Members of Legislative Assembly (MLAs),Shri Abdur Rashid Mandal,INDIAN NATIONAL CONGRESS,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-abdur-rashid-mandal-171275715867964,Shri Abdur Rashid Mandal,INDIAN NATIONAL CONGRESS,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-abdur-rashid-mandal-171275715867965,Shri Abdur Rashid Mandal,INDIAN NATIONAL CONGRESS,https://www.india.gov.in/directory/whos-who/mla/shri-abdur-rashid-mandal-171275715867965
Members of Legislative Assembly (MLAs),Shri Aftab Uddin Mollah,INDIAN NATIONAL CONGRESS,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-aftab-uddin-mollah-171275715897089,Shri Aftab Uddin Mollah,INDIAN NATIONAL CONGRESS,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-aftab-uddin-mollah-171275715897090,Shri Aftab Uddin Mollah,INDIAN NATIONAL CONGRESS,https://www.india.gov.in/directory/whos-who/mla/shri-aftab-uddin-mollah-171275715897090
Members of Legislative Assembly (MLAs),Shri Abdus Sobahan Ali Sarkar,INDIAN NATIONAL CONGRESS,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-abdus-sobahan-ali-sarkar-171275715880558,Shri Abdus Sobahan Ali Sarkar,INDIAN NATIONAL CONGRESS,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-abdus-sobahan-ali-sarkar-171275715880559,Shri Abdus Sobahan Ali Sarkar,INDIAN NATIONAL CONGRESS,https://www.india.gov.in/directory/whos-who/mla/shri-abdus-sobahan-ali-sarkar-171275715880559
Members of Legislative Assembly (MLAs),Shri Akhil Gogoi,INDEPENDENT,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-akhil-gogoi-171275715860029,Shri Akhil Gogoi,INDEPENDENT,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-akhil-gogoi-171275715860030,Shri Akhil Gogoi,INDEPENDENT,https://www.india.gov.in/directory/whos-who/mla/shri-akhil-gogoi-171275715860030
Members of Legislative Assembly (MLAs),Shri Abdur Rahim Ahmed,INDIAN NATIONAL CONGRESS,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-abdur-rahim-ahmed-171275715833128,Shri Abdur Rahim Ahmed,INDIAN NATIONAL CONGRESS,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-abdur-rahim-ahmed-171275715833129,Shri Abdur Rahim Ahmed,INDIAN NATIONAL CONGRESS,https://www.india.gov.in/directory/whos-who/mla/shri-abdur-rahim-ahmed-171275715833129
Members of Legislative Assembly (MLAs),Shri Ajoy Kumar Ray,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ajoy-kumar-ray-171275715847095,Shri Ajoy Kumar Ray,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-ajoy-kumar-ray-171275715847096,Shri Ajoy Kumar Ray,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-ajoy-kumar-ray-171275715847096
Members of Legislative Assembly (MLAs),Shri Abdul Aziz,All India United Democratic Front,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-abdul-aziz-171275715827247,Shri Abdul Aziz,All India United Democratic Front,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-abdul-aziz-171275715827248,Shri Abdul Aziz,All India United Democratic Front,https://www.india.gov.in/directory/whos-who/mla/shri-abdul-aziz-171275715827248
Members of Legislative Assembly (MLAs),Shri Abdul Batin Khandakar,INDIAN NATIONAL CONGRESS,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-abdul-batin-khandakar-171275715840472,Shri Abdul Batin Khandakar,INDIAN NATIONAL CONGRESS,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-abdul-batin-khandakar-171275715840473,Shri Abdul Batin Khandakar,INDIAN NATIONAL CONGRESS,https://www.india.gov.in/directory/whos-who/mla/shri-abdul-batin-khandakar-171275715840473
Members of Legislative Assembly (MLAs),Dr. Asif Mohammad Nazar,INDIAN NATIONAL CONGRESS,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/dr-asif-mohammad-nazar-171275715949968,Dr. Asif Mohammad Nazar,INDIAN NATIONAL CONGRESS,Assam,https://www.india.gov.in/directory/whos-who/mla/dr-asif-mohammad-nazar-171275715949969,Dr. Asif Mohammad Nazar,INDIAN NATIONAL CONGRESS,https://www.india.gov.in/directory/whos-who/mla/dr-asif-mohammad-nazar-171275715949969
Members of Legislative Assembly (MLAs),Shri Ajanta Neog,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ajanta-neog-171275715874717,Shri Ajanta Neog,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-ajanta-neog-171275715874718,Shri Ajanta Neog,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-ajanta-neog-171275715874718
Members of Legislative Assembly (MLAs),Dr. Amiya Kumar Bhuyan,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/dr-amiya-kumar-bhuyan-171275716041740,Dr. Amiya Kumar Bhuyan,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/dr-amiya-kumar-bhuyan-171275716041741,Dr. Amiya Kumar Bhuyan,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/dr-amiya-kumar-bhuyan-171275716041741
Members of Legislative Assembly (MLAs),Shri Aminul Islam,All India United Democratic Front,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-aminul-islam-171275715891248,Shri Aminul Islam,All India United Democratic Front,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-aminul-islam-171275715891249,Shri Aminul Islam,All India United Democratic Front,https://www.india.gov.in/directory/whos-who/mla/shri-aminul-islam-171275715891249
Members of Legislative Assembly (MLAs),Shri Ashok Singhal,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ashok-singhal-171275715920362,Shri Ashok Singhal,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-ashok-singhal-171275715920363,Shri Ashok Singhal,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-ashok-singhal-171275715920363
Members of Legislative Assembly (MLAs),Shri Atul Bora,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-atul-bora-171275715913850,Shri Atul Bora,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-atul-bora-171275715913851,Shri Atul Bora,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-atul-bora-171275715913851
Members of Legislative Assembly (MLAs),Shri Bhaskar Sharma,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bhaskar-sharma-171275715977500,Shri Bhaskar Sharma,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-bhaskar-sharma-171275715977501,Shri Bhaskar Sharma,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-bhaskar-sharma-171275715977501
Members of Legislative Assembly (MLAs),Shri Bharat Chandra Narah,INDIAN NATIONAL CONGRESS,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bharat-chandra-narah-171275715903451,Shri Bharat Chandra Narah,INDIAN NATIONAL CONGRESS,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-bharat-chandra-narah-171275715903452,Shri Bharat Chandra Narah,INDIAN NATIONAL CONGRESS,https://www.india.gov.in/directory/whos-who/mla/shri-bharat-chandra-narah-171275715903452
Members of Legislative Assembly (MLAs),Shri Bhaskar Jyoti Baruah,INDIAN NATIONAL CONGRESS,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bhaskar-jyoti-baruah-171275715932024,Shri Bhaskar Jyoti Baruah,INDIAN NATIONAL CONGRESS,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-bhaskar-jyoti-baruah-171275715932025,Shri Bhaskar Jyoti Baruah,INDIAN NATIONAL CONGRESS,https://www.india.gov.in/directory/whos-who/mla/shri-bhaskar-jyoti-baruah-171275715932025
Members of Legislative Assembly (MLAs),Shri Bhabendra Nath Bharali,Assam Gana Parishad,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bhabendra-nath-bharali-171275716027423,Shri Bhabendra Nath Bharali,Assam Gana Parishad,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-bhabendra-nath-bharali-171275716027424,Shri Bhabendra Nath Bharali,Assam Gana Parishad,https://www.india.gov.in/directory/whos-who/mla/shri-bhabendra-nath-bharali-171275716027424
Members of Legislative Assembly (MLAs),Shri Bhuban Gam,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bhuban-gam-171275715970316,Shri Bhuban Gam,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-bhuban-gam-171275715970317,Shri Bhuban Gam,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-bhuban-gam-171275715970317
Members of Legislative Assembly (MLAs),Shri Basanta Das,INDIAN NATIONAL CONGRESS,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-basanta-das-171275715962682,Shri Basanta Das,INDIAN NATIONAL CONGRESS,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-basanta-das-171275715962683,Shri Basanta Das,INDIAN NATIONAL CONGRESS,https://www.india.gov.in/directory/whos-who/mla/shri-basanta-das-171275715962683
Members of Legislative Assembly (MLAs),Shri Biswajit Daimary,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-biswajit-daimary-171275716047511,Shri Biswajit Daimary,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-biswajit-daimary-171275716047512,Shri Biswajit Daimary,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-biswajit-daimary-171275716047512
Members of Legislative Assembly (MLAs),Shri Atul Bora (M),Assam Gana Parishad,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-atul-bora-m-171275715944387,Shri Atul Bora (M),Assam Gana Parishad,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-atul-bora-m-171275715944388,Shri Atul Bora (M),Assam Gana Parishad,https://www.india.gov.in/directory/whos-who/mla/shri-atul-bora-m-171275715944388
Members of Legislative Assembly (MLAs),Shri Bhubon Pegu,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bhubon-pegu-171275716035559,Shri Bhubon Pegu,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-bhubon-pegu-171275716035560,Shri Bhubon Pegu,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-bhubon-pegu-171275716035560
Members of Legislative Assembly (MLAs),Shri Bijoy Malakar,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bijoy-malakar-171275715983150,Shri Bijoy Malakar,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-bijoy-malakar-171275715983151,Shri Bijoy Malakar,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-bijoy-malakar-171275715983151
Members of Legislative Assembly (MLAs),Shri Chandra Mohan Patowary,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-chandra-mohan-patowary-171275716061968,Shri Chandra Mohan Patowary,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-chandra-mohan-patowary-171275716061969,Shri Chandra Mohan Patowary,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-chandra-mohan-patowary-171275716061969
Members of Legislative Assembly (MLAs),Shri Binod Hazarika,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-binod-hazarika-171275716068200,Shri Binod Hazarika,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-binod-hazarika-171275716068201,Shri Binod Hazarika,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-binod-hazarika-171275716068201
Members of Legislative Assembly (MLAs),Shri Bhupen Boro,United People's Party Liberal,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bhupen-boro-171275716020390,Shri Bhupen Boro,United People's Party Liberal,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-bhupen-boro-171275716020391,Shri Bhupen Boro,United People's Party Liberal,https://www.india.gov.in/directory/whos-who/mla/shri-bhupen-boro-171275716020391
Members of Legislative Assembly (MLAs),Shri Bolin Chetia,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bolin-chetia-171275716087246,Shri Bolin Chetia,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-bolin-chetia-171275716087247,Shri Bolin Chetia,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-bolin-chetia-171275716087247
Members of Legislative Assembly (MLAs),Shri Bidya Sing Engleng,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bidya-sing-engleng-171275715988380,Shri Bidya Sing Engleng,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-bidya-sing-engleng-171275715988381,Shri Bidya Sing Engleng,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-bidya-sing-engleng-171275715988381
Members of Legislative Assembly (MLAs),Shri Bimal Borah,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bimal-borah-171275715994702,Shri Bimal Borah,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-bimal-borah-171275715994703,Shri Bimal Borah,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-bimal-borah-171275715994703
Members of Legislative Assembly (MLAs),Shri Biswajit Phukan,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-biswajit-phukan-171275716054053,Shri Biswajit Phukan,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-biswajit-phukan-171275716054054,Shri Biswajit Phukan,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-biswajit-phukan-171275716054054
Members of Legislative Assembly (MLAs),Shri Darsing Ronghang,BHARATIYA JANATA PARTY,Assam,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-darsing-ronghang-171275716081796,Shri Darsing Ronghang,BHARATIYA JANATA PARTY,Assam,https://www.india.gov.in/directory/whos-who/mla/shri-darsing-ronghang-171275716081797,Shri Darsing Ronghang,BHARATIYA JANATA PARTY,https://www.india.gov.in/directory/whos-who/mla/shri-darsing-ronghang-171275716081797
