position tittle,NAME,PARTY,text-xs,,,,,,,,,,,flex href,leading-5,text-sm,text-xs,flex href,leading-6,text-sm,flex href
Members of Legislative Assembly (MLAs),Thiru. R. SIVA,Dravida Munnetra Kazhagam,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru-r-siva-28803575430892956,Thiru. R. SIVA,Dravida Munnetra Kazhagam,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru-r-siva-28803575430892957,Thiru. R. SIVA,Dravida Munnetra Kazhagam,https://www.india.gov.in/directory/whos-who/mla/thiru-r-siva-28803575430892957
Members of Legislative Assembly (MLAs),Thiru.  P. ANGALANE,Independent,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--p-angalane-28803575430600357,Thiru.  P. ANGALANE,Independent,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--p-angalane-28803575430600358,Thiru.  P. ANGALANE,Independent,https://www.india.gov.in/directory/whos-who/mla/thiru--p-angalane-28803575430600358
Members of Legislative Assembly (MLAs),Thiru.  RAMESH PARAMBATH,Indian National Congress,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--ramesh-parambath-28803575430627508,Thiru.  RAMESH PARAMBATH,Indian National Congress,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--ramesh-parambath-28803575430627509,Thiru.  RAMESH PARAMBATH,Indian National Congress,https://www.india.gov.in/directory/whos-who/mla/thiru--ramesh-parambath-28803575430627509
Members of Legislative Assembly (MLAs),Thiru.  SELVAM. R,Bharatiya Janata Party,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--selvam-r-28803575430615055,Thiru.  SELVAM. R,Bharatiya Janata Party,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--selvam-r-28803575430615056,Thiru.  SELVAM. R,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/thiru--selvam-r-28803575430615056
Members of Legislative Assembly (MLAs),Thiru.  M. NAGATHIYAGARAJAN,Dravida Munnetra Kazhagam,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--m-nagathiyagarajan-28803575430590449,Thiru.  M. NAGATHIYAGARAJAN,Dravida Munnetra Kazhagam,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--m-nagathiyagarajan-28803575430590450,Thiru.  M. NAGATHIYAGARAJAN,Dravida Munnetra Kazhagam,https://www.india.gov.in/directory/whos-who/mla/thiru--m-nagathiyagarajan-28803575430590450
Members of Legislative Assembly (MLAs),Thiru.  U. LAKSHMIKANDHAN,All India N.R Congress,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--u-lakshmikandhan-28803575430608753,Thiru.  U. LAKSHMIKANDHAN,All India N.R Congress,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--u-lakshmikandhan-28803575430608754,Thiru.  U. LAKSHMIKANDHAN,All India N.R Congress,https://www.india.gov.in/directory/whos-who/mla/thiru--u-lakshmikandhan-28803575430608754
Members of Legislative Assembly (MLAs),Thiru.  V. AROUMOUGAME @ AKD,All India N.R Congress,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--v-aroumougame--akd-28803575430648197,Thiru.  V. AROUMOUGAME @ AKD,All India N.R Congress,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--v-aroumougame--akd-28803575430648198,Thiru.  V. AROUMOUGAME @ AKD,All India N.R Congress,https://www.india.gov.in/directory/whos-who/mla/thiru--v-aroumougame--akd-28803575430648198
Members of Legislative Assembly (MLAs),Thiru.  A. NAMASSIVAYAM,Bharatiya Janata Party,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--a-namassivayam-28803569113827670,Thiru.  A. NAMASSIVAYAM,Bharatiya Janata Party,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--a-namassivayam-28803569113827671,Thiru.  A. NAMASSIVAYAM,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/thiru--a-namassivayam-28803569113827671
Members of Legislative Assembly (MLAs),Thiru.  J. VIVLIAN RICHARDS,Bharatiya Janata Party,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--j-vivlian-richards-28803569113895918,Thiru.  J. VIVLIAN RICHARDS,Bharatiya Janata Party,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--j-vivlian-richards-28803569113895919,Thiru.  J. VIVLIAN RICHARDS,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/thiru--j-vivlian-richards-28803569113895919
Members of Legislative Assembly (MLAs),Thiru.  A. JOHNKUMAR,Bharatiya Janata Party,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--a-johnkumar-28803569113824724,Thiru.  A. JOHNKUMAR,Bharatiya Janata Party,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--a-johnkumar-28803569113824725,Thiru.  A. JOHNKUMAR,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/thiru--a-johnkumar-28803569113824725
Members of Legislative Assembly (MLAs),Thiru.  C. DJEACOUMAR,All India N.R Congress,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--c-djeacoumar-28803569113863387,Thiru.  C. DJEACOUMAR,All India N.R Congress,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--c-djeacoumar-28803569113863388,Thiru.  C. DJEACOUMAR,All India N.R Congress,https://www.india.gov.in/directory/whos-who/mla/thiru--c-djeacoumar-28803569113863388
Members of Legislative Assembly (MLAs),Thiru.  AK. SAI J SARAVANAN KUMAR,Bharatiya Janata Party,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--ak-sai-j-saravanan-kumar-28803569113871862,Thiru.  AK. SAI J SARAVANAN KUMAR,Bharatiya Janata Party,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--ak-sai-j-saravanan-kumar-28803569113871863,Thiru.  AK. SAI J SARAVANAN KUMAR,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/thiru--ak-sai-j-saravanan-kumar-28803569113871863
Members of Legislative Assembly (MLAs),Thiru.  GOLLAPALLI SRINIVAS ASHOK,Independent,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--gollapalli-srinivas-ashok-28803569113898773,Thiru.  GOLLAPALLI SRINIVAS ASHOK,Independent,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--gollapalli-srinivas-ashok-28803569113898774,Thiru.  GOLLAPALLI SRINIVAS ASHOK,Independent,https://www.india.gov.in/directory/whos-who/mla/thiru--gollapalli-srinivas-ashok-28803569113898774
Members of Legislative Assembly (MLAs),Thiru.  ANNIBAL KENNEDY,Dravida Munnetra Kazhagam,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--annibal-kennedy-28803569113866232,Thiru.  ANNIBAL KENNEDY,Dravida Munnetra Kazhagam,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--annibal-kennedy-28803569113866233,Thiru.  ANNIBAL KENNEDY,Dravida Munnetra Kazhagam,https://www.india.gov.in/directory/whos-who/mla/thiru--annibal-kennedy-28803569113866233
Members of Legislative Assembly (MLAs),Thiru.  K.S.P @ S. RAMESH,All India N.R Congress,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--ksp--s-ramesh-28803569113874517,Thiru.  K.S.P @ S. RAMESH,All India N.R Congress,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--ksp--s-ramesh-28803569113874518,Thiru.  K.S.P @ S. RAMESH,All India N.R Congress,https://www.india.gov.in/directory/whos-who/mla/thiru--ksp--s-ramesh-28803569113874518
Members of Legislative Assembly (MLAs),Thiru.  P.R.N. THIRUMURUGAN,All India N.R Congress,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--prn-thirumurugan-28803569113890818,Thiru.  P.R.N. THIRUMURUGAN,All India N.R Congress,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--prn-thirumurugan-28803569113890819,Thiru.  P.R.N. THIRUMURUGAN,All India N.R Congress,https://www.india.gov.in/directory/whos-who/mla/thiru--prn-thirumurugan-28803569113890819
Members of Legislative Assembly (MLAs),Thiru.  L. SAMBATH,Dravida Munnetra Kazhagam,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--l-sambath-28803569113877904,Thiru.  L. SAMBATH,Dravida Munnetra Kazhagam,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--l-sambath-28803569113877905,Thiru.  L. SAMBATH,Dravida Munnetra Kazhagam,https://www.india.gov.in/directory/whos-who/mla/thiru--l-sambath-28803569113877905
Members of Legislative Assembly (MLAs),Thiru.  P.R. SIVA,Independent,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--pr-siva-28803569113887091,Thiru.  P.R. SIVA,Independent,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--pr-siva-28803569113887092,Thiru.  P.R. SIVA,Independent,https://www.india.gov.in/directory/whos-who/mla/thiru--pr-siva-28803569113887092
Members of Legislative Assembly (MLAs),Thiru.  P.M.L. KALYANASUNDARAM,Bharatiya Janata Party,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--pml-kalyanasundaram-28803569113901819,Thiru.  P.M.L. KALYANASUNDARAM,Bharatiya Janata Party,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--pml-kalyanasundaram-28803569113901820,Thiru.  P.M.L. KALYANASUNDARAM,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/thiru--pml-kalyanasundaram-28803569113901820
Members of Legislative Assembly (MLAs),Thiru.  M . VAITHIANATHAN,Indian National Congress,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--m--vaithianathan-28803569113881501,Thiru.  M . VAITHIANATHAN,Indian National Congress,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--m--vaithianathan-28803569113881502,Thiru.  M . VAITHIANATHAN,Indian National Congress,https://www.india.gov.in/directory/whos-who/mla/thiru--m--vaithianathan-28803569113881502
Members of Legislative Assembly (MLAs),Thiru.  P. RAJAVELU,All India N.R Congress,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--p-rajavelu-28803569113893182,Thiru.  P. RAJAVELU,All India N.R Congress,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--p-rajavelu-28803569113893183,Thiru.  P. RAJAVELU,All India N.R Congress,https://www.india.gov.in/directory/whos-who/mla/thiru--p-rajavelu-28803569113893183
Members of Legislative Assembly (MLAs),Thiru.  R. SENTHIL KUMAR,Dravida Munnetra Kazhagam,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/thiru--r-senthil-kumar-28803569113884656,Thiru.  R. SENTHIL KUMAR,Dravida Munnetra Kazhagam,Puducherry,https://www.india.gov.in/directory/whos-who/mla/thiru--r-senthil-kumar-28803569113884657,Thiru.  R. SENTHIL KUMAR,Dravida Munnetra Kazhagam,https://www.india.gov.in/directory/whos-who/mla/thiru--r-senthil-kumar-28803569113884657
Members of Legislative Assembly (MLAs),ANNIBAL KENNEDY,Dravida Munnetra Kazhagam,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/annibal-kennedy-171403348494486,ANNIBAL KENNEDY,Dravida Munnetra Kazhagam,Puducherry,https://www.india.gov.in/directory/whos-who/mla/annibal-kennedy-171403348494487,ANNIBAL KENNEDY,Dravida Munnetra Kazhagam,https://www.india.gov.in/directory/whos-who/mla/annibal-kennedy-171403348494487
Members of Legislative Assembly (MLAs),J. VIVLIAN RICHARDS,Bharatiya Janata Party,Puducherry,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/j-vivlian-richards-171403348469038,J. VIVLIAN RICHARDS,Bharatiya Janata Party,Puducherry,https://www.india.gov.in/directory/whos-who/mla/j-vivlian-richards-171403348469039,J. VIVLIAN RICHARDS,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/j-vivlian-richards-171403348469039
Members of Legislative Assembly (MLAs),Shri Padmalochan Panda,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-padmalochan-panda-171397006387904,Shri Padmalochan Panda,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-padmalochan-panda-171397006387905,Shri Padmalochan Panda,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-padmalochan-panda-171397006387905
Members of Legislative Assembly (MLAs),Shri Pradeep Bal Samanta,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-pradeep-bal-samanta-171397006338491,Shri Pradeep Bal Samanta,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-pradeep-bal-samanta-171397006338492,Shri Pradeep Bal Samanta,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-pradeep-bal-samanta-171397006338492
Members of Legislative Assembly (MLAs),Shri Prasanta Behera,Biju Janata Dal,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-prasanta-behera-171397006364119,Shri Prasanta Behera,Biju Janata Dal,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-prasanta-behera-171397006364120,Shri Prasanta Behera,Biju Janata Dal,https://www.india.gov.in/directory/whos-who/mla/shri-prasanta-behera-171397006364120
Members of Legislative Assembly (MLAs),Shri Prakash Chandra Sethi,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-prakash-chandra-sethi-171397006342529,Shri Prakash Chandra Sethi,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-prakash-chandra-sethi-171397006342530,Shri Prakash Chandra Sethi,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-prakash-chandra-sethi-171397006342530
Members of Legislative Assembly (MLAs),Shri Pradip Kumar Dishari,Biju Janata Dal,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-pradip-kumar-dishari-171397006350233,Shri Pradip Kumar Dishari,Biju Janata Dal,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-pradip-kumar-dishari-171397006350234,Shri Pradip Kumar Dishari,Biju Janata Dal,https://www.india.gov.in/directory/whos-who/mla/shri-pradip-kumar-dishari-171397006350234
Members of Legislative Assembly (MLAs),Shri Prasanna Acharya,Biju Janata Dal,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-prasanna-acharya-171397006391721,Shri Prasanna Acharya,Biju Janata Dal,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-prasanna-acharya-171397006391722,Shri Prasanna Acharya,Biju Janata Dal,https://www.india.gov.in/directory/whos-who/mla/shri-prasanna-acharya-171397006391722
Members of Legislative Assembly (MLAs),Shri Pradip Kumar Sahu,Biju Janata Dal,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-pradip-kumar-sahu-171397006354361,Shri Pradip Kumar Sahu,Biju Janata Dal,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-pradip-kumar-sahu-171397006354362,Shri Pradip Kumar Sahu,Biju Janata Dal,https://www.india.gov.in/directory/whos-who/mla/shri-pradip-kumar-sahu-171397006354362
Members of Legislative Assembly (MLAs),Shri Prasanta Kumar Jagadev,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-prasanta-kumar-jagadev-171397006374388,Shri Prasanta Kumar Jagadev,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-prasanta-kumar-jagadev-171397006374389,Shri Prasanta Kumar Jagadev,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-prasanta-kumar-jagadev-171397006374389
Members of Legislative Assembly (MLAs),Shri Pratap Keshari Deb,Biju Janata Dal,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-pratap-keshari-deb-171397006370521,Shri Pratap Keshari Deb,Biju Janata Dal,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-pratap-keshari-deb-171397006370522,Shri Pratap Keshari Deb,Biju Janata Dal,https://www.india.gov.in/directory/whos-who/mla/shri-pratap-keshari-deb-171397006370522
Members of Legislative Assembly (MLAs),Shri Pratap Chandra Pradhan,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-pratap-chandra-pradhan-171397006402702,Shri Pratap Chandra Pradhan,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-pratap-chandra-pradhan-171397006402703,Shri Pratap Chandra Pradhan,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-pratap-chandra-pradhan-171397006402703
Members of Legislative Assembly (MLAs),Shri Prakash Soren,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-prakash-soren-171397006395448,Shri Prakash Soren,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-prakash-soren-171397006395449,Shri Prakash Soren,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-prakash-soren-171397006395449
Members of Legislative Assembly (MLAs),Shri Prithiviraj Harichandan,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-prithiviraj-harichandan-171397006398694,Shri Prithiviraj Harichandan,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-prithiviraj-harichandan-171397006398695,Shri Prithiviraj Harichandan,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-prithiviraj-harichandan-171397006398695
Members of Legislative Assembly (MLAs),Shri Rabi Narayan Naik,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-rabi-narayan-naik-171397006463215,Shri Rabi Narayan Naik,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-rabi-narayan-naik-171397006463216,Shri Rabi Narayan Naik,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-rabi-narayan-naik-171397006463216
Members of Legislative Assembly (MLAs),Shri Rama Chandra Kadam,Indian National Congress,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-rama-chandra-kadam-171397006418511,Shri Rama Chandra Kadam,Indian National Congress,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-rama-chandra-kadam-171397006418512,Shri Rama Chandra Kadam,Indian National Congress,https://www.india.gov.in/directory/whos-who/mla/shri-rama-chandra-kadam-171397006418512
Members of Legislative Assembly (MLAs),Shri Raghunath Jagadala,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-raghunath-jagadala-171397006448989,Shri Raghunath Jagadala,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-raghunath-jagadala-171397006448990,Shri Raghunath Jagadala,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-raghunath-jagadala-171397006448990
Members of Legislative Assembly (MLAs),Shri Pratap Chandra Nayak,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-pratap-chandra-nayak-171397006327050,Shri Pratap Chandra Nayak,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-pratap-chandra-nayak-171397006327051,Shri Pratap Chandra Nayak,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-pratap-chandra-nayak-171397006327051
Members of Legislative Assembly (MLAs),Smt. Pravati Parida,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/smt-pravati-parida-171397006412179,Smt. Pravati Parida,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/smt-pravati-parida-171397006412180,Smt. Pravati Parida,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/smt-pravati-parida-171397006412180
Members of Legislative Assembly (MLAs),Smt. Pramila Mallik,Biju Janata Dal,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/smt-pramila-mallik-171397006378406,Smt. Pramila Mallik,Biju Janata Dal,Odisha,https://www.india.gov.in/directory/whos-who/mla/smt-pramila-mallik-171397006378407,Smt. Pramila Mallik,Biju Janata Dal,https://www.india.gov.in/directory/whos-who/mla/smt-pramila-mallik-171397006378407
Members of Legislative Assembly (MLAs),Shri Pradyumna Kumar Nayak,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-pradyumna-kumar-nayak-171397006361214,Shri Pradyumna Kumar Nayak,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-pradyumna-kumar-nayak-171397006361215,Shri Pradyumna Kumar Nayak,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-pradyumna-kumar-nayak-171397006361215
Members of Legislative Assembly (MLAs),Shri Prafulla Chandra Pradhan,Indian National Congress,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-prafulla-chandra-pradhan-171397006347328,Shri Prafulla Chandra Pradhan,Indian National Congress,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-prafulla-chandra-pradhan-171397006347329,Shri Prafulla Chandra Pradhan,Indian National Congress,https://www.india.gov.in/directory/whos-who/mla/shri-prafulla-chandra-pradhan-171397006347329
Members of Legislative Assembly (MLAs),Shri Purna Chandra Sethy,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-purna-chandra-sethy-171397006459168,Shri Purna Chandra Sethy,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-purna-chandra-sethy-171397006459169,Shri Purna Chandra Sethy,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-purna-chandra-sethy-171397006459169
Members of Legislative Assembly (MLAs),Shri Ramesh Chandra Jena,Indian National Congress,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ramesh-chandra-jena-171397006409565,Shri Ramesh Chandra Jena,Indian National Congress,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-ramesh-chandra-jena-171397006409566,Shri Ramesh Chandra Jena,Indian National Congress,https://www.india.gov.in/directory/whos-who/mla/shri-ramesh-chandra-jena-171397006409566
Members of Legislative Assembly (MLAs),Dr. Ramakanta Bhoi,Biju Janata Dal,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/dr-ramakanta-bhoi-171397006442556,Dr. Ramakanta Bhoi,Biju Janata Dal,Odisha,https://www.india.gov.in/directory/whos-who/mla/dr-ramakanta-bhoi-171397006442557,Dr. Ramakanta Bhoi,Biju Janata Dal,https://www.india.gov.in/directory/whos-who/mla/dr-ramakanta-bhoi-171397006442557
Members of Legislative Assembly (MLAs),Shri Ramesh Chandra Behera,Biju Janata Dal,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ramesh-chandra-behera-171397006425875,Shri Ramesh Chandra Behera,Biju Janata Dal,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-ramesh-chandra-behera-171397006425876,Shri Ramesh Chandra Behera,Biju Janata Dal,https://www.india.gov.in/directory/whos-who/mla/shri-ramesh-chandra-behera-171397006425876
Members of Legislative Assembly (MLAs),Shri Raghuram Machha,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-raghuram-machha-171397006415075,Shri Raghuram Machha,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-raghuram-machha-171397006415076,Shri Raghuram Machha,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-raghuram-machha-171397006415076
Members of Legislative Assembly (MLAs),Shri Ranendra Pratap Swain,Biju Janata Dal,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ranendra-pratap-swain-171397006445552,Shri Ranendra Pratap Swain,Biju Janata Dal,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-ranendra-pratap-swain-171397006445553,Shri Ranendra Pratap Swain,Biju Janata Dal,https://www.india.gov.in/directory/whos-who/mla/shri-ranendra-pratap-swain-171397006445553
Members of Legislative Assembly (MLAs),Shri Romancha Ranjan Biswal,Biju Janata Dal,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-romancha-ranjan-biswal-171397006435553,Shri Romancha Ranjan Biswal,Biju Janata Dal,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-romancha-ranjan-biswal-171397006435554,Shri Romancha Ranjan Biswal,Biju Janata Dal,https://www.india.gov.in/directory/whos-who/mla/shri-romancha-ranjan-biswal-171397006435554
Members of Legislative Assembly (MLAs),Shri Sampad Chandra Swain,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-sampad-chandra-swain-171397006484996,Shri Sampad Chandra Swain,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-sampad-chandra-swain-171397006484997,Shri Sampad Chandra Swain,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-sampad-chandra-swain-171397006484997
Members of Legislative Assembly (MLAs),Miss Sanjali Murmu,Bharatiya Janata Party,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/miss-sanjali-murmu-171397006466501,Miss Sanjali Murmu,Bharatiya Janata Party,Odisha,https://www.india.gov.in/directory/whos-who/mla/miss-sanjali-murmu-171397006466502,Miss Sanjali Murmu,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/miss-sanjali-murmu-171397006466502
Members of Legislative Assembly (MLAs),Shri Sarada Prasad Nayak,Biju Janata Dal,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-sarada-prasad-nayak-171397006471130,Shri Sarada Prasad Nayak,Biju Janata Dal,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-sarada-prasad-nayak-171397006471131,Shri Sarada Prasad Nayak,Biju Janata Dal,https://www.india.gov.in/directory/whos-who/mla/shri-sarada-prasad-nayak-171397006471131
Members of Legislative Assembly (MLAs),Shri Sagar Charan Das,Indian National Congress,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-sagar-charan-das-171397006481950,Shri Sagar Charan Das,Indian National Congress,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-sagar-charan-das-171397006481951,Shri Sagar Charan Das,Indian National Congress,https://www.india.gov.in/directory/whos-who/mla/shri-sagar-charan-das-171397006481951
Members of Legislative Assembly (MLAs),Shri Rupesh Kumar Panigrahi,Biju Janata Dal,Odisha,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-rupesh-kumar-panigrahi-171397006451784,Shri Rupesh Kumar Panigrahi,Biju Janata Dal,Odisha,https://www.india.gov.in/directory/whos-who/mla/shri-rupesh-kumar-panigrahi-171397006451785,Shri Rupesh Kumar Panigrahi,Biju Janata Dal,https://www.india.gov.in/directory/whos-who/mla/shri-rupesh-kumar-panigrahi-171397006451785
